character n-grams (raw counts)	1939__DWF	1939__DNS	1939__NWF	1939__NNS	1939__MVP	1939__OFL	1980__DWF	1980__NNS	1980__NWF	1980__DNS	1980__MVP	1980__OFL	2000__DEU	2000__NDL
('"', 't', 'h')	0	0	0	0	0	0	1	0	0	0	0	0	4	8
('/', 'i', 's')	0	0	0	0	0	0	1	0	0	0	0	0	7	0
('j', 'u', '-')	0	0	0	0	0	0	1	0	0	0	0	1	2	3
('u', '-', 'b')	0	0	0	0	0	0	0	0	1	0	0	1	102	2
('b', 's', '-')	0	0	0	0	0	0	0	0	0	0	0	1	52	4
('d', 'v', 'p')	0	0	0	0	0	0	1	0	0	0	0	0	8	0
('6', '3', '.')	0	0	0	0	0	0	1	0	0	0	0	0	7	0
('"', 'o', 'p')	0	0	0	0	0	0	1	0	0	0	0	0	8	9
(' ', '9', '-')	0	0	0	0	0	0	1	0	0	0	0	0	8	3
('l', 'a', '-')	0	0	0	0	0	0	0	2	3	0	0	1	144	5
('a', '-', 'g')	0	0	0	0	0	0	0	1	0	0	0	3	182	5
('-', 'a', 'm')	0	0	0	0	0	0	1	2	0	0	0	0	475	28
(' ', 'z', ' ')	0	0	0	0	0	0	1	0	0	0	0	3	10	5
('i', 'p', 'f')	0	0	0	0	0	0	4	0	0	0	0	0	239	6
('a', 'z', '.')	0	0	0	0	0	0	1	0	0	0	0	0	29	0
('n', 'â', 't')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('b', 'u', 'é')	0	0	0	0	0	0	17	0	0	0	0	0	0	0
('é', 't', 't')	0	0	0	0	0	0	22	0	0	0	0	0	0	0
('p', 'f', 'f')	0	0	0	0	0	0	0	1	0	0	0	3	4	8
(' ', 'm', 'm')	0	0	0	0	0	0	0	0	1	0	0	2	268	5
('s', 'k', '-')	0	0	0	0	0	0	1	0	0	0	0	0	34	1
('a', 'e', '.')	0	0	0	0	0	0	0	0	0	0	0	2	0	4
('p', 'f', 'd')	0	0	0	0	0	0	0	0	0	0	0	1	26	0
(' ', '7', '-')	0	0	0	0	0	0	1	1	0	0	0	0	10	24
('(', 's', 'c')	0	0	0	0	0	0	0	5	0	0	0	1	1	5
('y', 'g', 'o')	0	0	0	0	0	0	1	0	0	0	0	0	34	0
('5', '3', '5')	0	0	0	0	0	0	1	0	0	0	0	0	27	0
('2', '0', '/')	0	0	0	0	0	0	1	0	0	0	0	0	15	0
('0', '/', '2')	0	0	0	0	0	0	1	0	0	0	0	0	51	0
('-', '2', '1')	0	0	0	0	0	0	1	0	0	0	0	0	8	2
('f', 'w', 'ö')	0	0	0	0	0	0	3	0	2	0	0	0	2	0
('…', ' ', 'm')	0	0	0	0	0	0	1	25	0	0	0	0	0	0
('n', 'z', 'n')	0	0	0	0	0	0	0	0	0	0	0	3	124	0
('.', 'j', 'u')	0	0	0	0	0	0	0	0	0	0	0	2	12	0
('a', ' ', '3')	0	0	0	0	0	0	2	1	0	0	0	0	237	7
(' ', '5', '-')	0	0	0	0	0	0	2	0	0	0	0	0	32	14
(',', '1', '3')	0	0	0	0	0	0	2	0	0	0	0	0	192	0
('3', '-', '2')	0	0	0	0	0	0	2	0	0	0	0	0	15	4
('2', '4', '/')	0	0	0	0	0	0	3	0	0	0	0	0	25	1
('4', '/', '5')	0	0	0	0	0	0	3	0	0	0	0	0	6	0
('5', ',', '1')	0	0	0	0	0	0	2	0	0	0	0	0	55	2
('a', 'l', '…')	0	0	0	0	0	0	2	5	1	0	0	0	0	0
('l', '…', ' ')	0	0	0	0	0	0	2	5	1	0	0	0	0	0
('f', '-', 'i')	0	0	0	0	0	0	0	0	1	0	0	3	13	0
('l', 'ä', 'ġ')	0	0	0	0	0	0	7	0	0	0	0	0	0	0
('e', 'ß', 'v')	0	0	0	0	0	0	2	0	0	0	0	0	6	0
('e', 'b', 'k')	0	0	0	0	0	0	1	0	0	0	0	0	15	0
('s', '/', 'd')	0	0	0	0	0	0	1	0	0	0	0	0	33	0
('/', 'd', 'o')	0	0	0	0	0	0	1	1	0	0	0	0	41	0
('ä', 'ä', 'ë')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('-', ' ', 'ä')	0	0	0	0	0	0	3	0	0	0	0	0	19	0
(' ', 'f', 'p')	0	0	0	0	0	0	1	0	0	0	0	0	104	1
('p', 'i', 'x')	0	0	0	0	0	0	1	0	0	0	0	0	431	0
('é', 'r', 'n')	0	0	0	0	0	0	13	0	0	0	0	0	0	0
('i', 'b', '.')	0	0	0	0	0	0	0	0	0	0	0	1	3	7
('6', '3', '2')	0	0	0	0	0	0	1	0	0	0	0	0	14	2
('n', '/', 'g')	0	0	0	0	0	0	0	2	0	0	0	1	3	0
('/', 'a', 'u')	0	0	0	0	0	0	3	0	0	0	0	0	16	0
('-', '1', '6')	0	0	0	0	0	0	1	2	0	0	0	0	11	2
('0', '-', ' ')	0	0	0	0	0	0	1	0	0	0	0	0	110	0
('8', '1', '3')	0	0	0	0	0	0	1	0	0	0	0	0	8	0
('2', '3', '0')	0	0	0	0	0	0	1	0	0	0	0	0	106	3
('(', 'b', 'u')	0	0	0	0	0	0	1	1	0	0	0	1	0	6
('b', 'v', 'e')	0	0	0	0	0	0	2	0	0	0	0	0	169	1
('a', 'x', '-')	0	0	0	0	0	0	0	0	0	0	0	2	180	2
('x', '-', 'a')	0	0	0	0	0	0	0	0	0	0	0	2	143	5
('f', 'e', 'a')	0	0	0	0	0	0	1	0	2	0	0	0	211	1
('1', '7', ')')	0	0	0	0	0	0	0	0	0	0	0	1	0	5
('1', ',', '0')	0	0	0	0	0	0	0	0	0	0	0	1	74	2
(',', '0', ' ')	0	0	0	0	0	0	0	0	1	0	0	2	42	2
('0', ',', '5')	0	0	0	0	0	0	0	0	0	0	0	1	135	3
('0', ',', '1')	0	0	0	0	0	0	0	0	0	0	0	1	421	2
('0', ',', '0')	0	0	0	0	0	0	0	2	9	0	0	1	57	3
('t', '.', '<')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('3', '1', '.')	0	0	0	0	0	0	1	0	0	0	0	0	179	2
('6', '4', ',')	0	0	0	0	0	0	1	0	0	0	0	0	23	3
('a', '.', 'n')	0	0	0	0	0	0	0	0	0	0	0	1	9	0
('j', 'o', 'f')	0	0	0	0	0	0	0	0	0	0	0	1	4	1
('9', '.', '0')	0	0	0	0	0	0	1	2	0	0	0	0	66	6
('9', ' ', 'v')	0	0	0	0	0	0	1	2	0	0	0	0	103	15
('8', '.', '4')	0	0	0	0	0	0	2	0	0	0	0	0	8	2
('2', ' ', 'e')	0	0	0	0	0	0	1	0	0	0	0	0	196	24
('0', '°', 'c')	0	0	0	0	0	0	1	0	0	0	0	0	5	0
('°', 'c', ' ')	0	0	0	0	0	0	1	0	0	0	0	0	15	0
('6', '0', '3')	0	0	0	0	0	0	2	0	0	0	0	0	25	0
('"', 'e', 's')	0	0	0	0	0	0	1	0	0	0	0	0	1	4
('a', 'r', '"')	0	0	0	0	0	0	1	0	0	0	0	0	0	7
('1', '6', '9')	0	0	0	0	0	0	3	2	0	0	0	0	24	1
('6', '9', '9')	0	0	0	0	0	0	1	0	0	0	0	0	29	0
('é', 'r', ',')	0	0	0	0	0	0	9	0	0	0	0	0	0	0
('y', 'f', 'f')	0	0	0	0	0	0	1	2	0	0	0	1	0	8
('u', '-', 'v')	0	0	0	0	0	0	1	0	0	0	0	0	39	3
('4', '4', '9')	0	0	0	0	0	0	1	0	0	0	0	0	14	0
('r', '.', 'd')	0	0	0	0	0	0	0	0	0	0	0	1	93	0
('g', '/', 'd')	0	0	0	0	0	0	0	0	0	0	0	1	9	0
('b', 'h', 'u')	0	0	0	0	0	0	0	0	0	0	0	1	4	4
('ß', '-', ' ')	0	0	0	0	0	0	0	0	0	0	0	1	12	0
('6', ' ', 'n')	0	0	0	0	0	0	1	0	0	0	0	0	22	8
('6', ' ', '-')	0	0	0	0	0	0	1	0	0	0	0	0	6	55
('8', '6', '0')	0	0	0	0	0	0	2	0	0	0	0	0	42	4
(' ', '9', '1')	0	0	0	0	0	0	1	1	0	0	0	0	41	1
('2', '5', ')')	0	0	0	0	0	0	1	1	0	0	0	0	0	4
('2', ',', '1')	0	0	0	0	0	0	1	0	0	0	0	0	144	2
('t', 't', '<')	0	0	0	0	0	0	7	0	0	0	0	0	0	0
(' ', 'c', ':')	0	0	0	0	0	0	0	0	0	0	0	1	15	0
('c', ':', ' ')	0	0	0	0	0	0	0	0	1	0	0	1	7	2
('s', '…', '.')	0	0	0	0	0	0	1	13	0	0	0	0	0	0
('-', 'e', 'h')	0	0	0	0	0	0	0	0	0	0	0	1	7	0
('-', 'e', 'v')	0	0	0	0	0	0	0	1	1	0	0	1	30	0
('2', '3', ')')	0	0	0	0	0	0	1	0	0	0	0	0	0	6
('ë', ' ', 'f')	0	0	0	0	0	0	2	0	0	0	0	0	0	4
('-', '3', '3')	0	0	0	0	0	0	1	0	0	0	0	0	7	0
('2', '3', '.')	0	0	0	0	0	0	1	0	0	0	0	0	82	5
('o', '-', 'g')	0	0	0	0	0	0	1	0	0	0	0	0	186	2
(' ', '7', '1')	0	0	0	0	0	0	1	0	0	0	0	0	89	10
('b', 'l', 'â')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('2', '1', '-')	0	0	0	0	0	0	1	0	0	0	0	0	24	5
('0', '°', ' ')	0	0	0	0	0	0	1	0	0	0	0	0	6	0
('m', 'd', 'b')	0	0	0	0	0	0	1	0	0	0	0	0	5	0
('a', '<', ' ')	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('e', '/', 'd')	0	0	0	0	0	0	0	0	0	0	0	2	18	1
('/', 'd', 'a')	0	0	0	0	0	0	0	0	0	0	0	2	62	0
('t', 'y', 's')	0	0	0	0	0	0	0	1	0	0	0	1	34	1
(' ', 'a', '4')	0	0	0	0	0	0	0	0	0	0	0	1	8	0
('8', '8', '2')	0	0	0	0	0	0	1	0	0	0	0	0	4	8
('g', '.', 'd')	0	0	0	0	0	0	0	0	0	0	0	1	34	0
('4', ' ', 'o')	0	0	0	0	0	0	1	5	0	0	0	0	24	26
('5', '6', '-')	0	0	0	0	0	0	1	0	0	0	0	0	60	0
('6', '-', '6')	0	0	0	0	0	0	1	0	0	0	0	0	13	0
('-', '6', '5')	0	0	0	0	0	0	1	0	0	0	0	0	5	1
('8', '6', ' ')	0	0	0	0	0	0	1	1	1	0	0	0	117	18
('8', '5', '4')	0	0	0	0	0	0	1	0	0	0	0	0	4	1
(' ', 'u', '-')	0	0	0	0	0	0	2	0	0	0	0	0	34	0
('u', '-', 'p')	0	0	0	0	0	0	1	0	0	0	0	0	127	3
('p', ' ', '9')	0	0	0	0	0	0	0	2	2	0	0	1	18	6
('-', 'o', 'd')	0	0	0	0	0	0	1	0	0	0	0	0	5	0
('k', '-', 'c')	0	0	0	0	0	0	0	0	0	0	0	1	164	0
('d', 'l', ' ')	0	0	0	0	0	0	1	0	1	0	0	0	44	0
('5', '3', '.')	0	0	0	0	0	0	1	0	0	0	0	0	6	3
('0', '0', 'e')	0	0	0	0	0	0	1	0	0	0	0	0	109	0
(' ', 'd', 'k')	0	0	0	0	0	0	1	0	0	0	0	0	5	3
('d', 'k', 'w')	0	0	0	0	0	0	1	0	0	0	0	0	1	8
('k', 'j', 'o')	0	0	0	0	0	0	1	4	1	0	0	0	2	0
('"', '-', 'r')	0	0	0	0	0	0	1	0	0	0	0	0	10	0
('7', '8', '2')	0	0	0	0	0	0	3	0	0	0	0	0	7	0
('1', '0', '2')	0	0	0	0	0	0	1	0	0	0	0	0	105	8
(' ', '(', '3')	0	0	0	0	0	0	1	3	1	0	0	1	0	33
('3', '3', '3')	0	0	0	0	0	0	0	0	0	0	0	1	56	1
(' ', '2', '/')	0	0	0	0	0	0	0	0	0	0	0	1	18	1
('2', '/', '3')	0	0	0	0	0	0	0	0	0	0	0	1	5	1
('1', '5', '8')	0	0	0	0	0	0	1	1	0	0	0	0	19	5
('5', '8', '4')	0	0	0	0	0	0	1	1	0	0	0	0	8	2
('8', '4', ',')	0	0	0	0	0	0	1	0	0	0	0	0	9	2
('0', '3', ',')	0	0	0	0	0	0	1	0	0	0	0	0	6	3
('6', '0', '7')	0	0	0	0	0	0	1	0	0	0	0	0	6	0
('p', 'i', 'v')	0	0	0	0	0	0	1	0	0	0	0	0	5	0
('7', '3', ',')	0	0	0	0	0	0	1	1	0	0	0	0	21	1
('6', ' ', 'o')	0	0	0	0	0	0	1	4	1	0	0	0	24	14
('l', '-', 'n')	0	0	0	0	0	0	0	0	0	0	0	1	103	6
('b', 'i', 'é')	0	0	0	0	0	0	15	0	0	0	0	0	0	0
('g', 'e', '…')	0	0	0	0	0	0	1	5	1	0	0	0	0	0
('t', '.', 'e')	0	0	0	0	0	0	0	0	0	0	0	1	9	0
('t', 's', '"')	0	0	0	0	0	0	1	0	0	0	0	0	3	3
('"', ' ', 'ä')	0	0	0	0	0	0	1	0	0	0	0	0	35	0
('r', 'l', 't')	0	0	0	0	0	0	1	1	1	0	0	0	19	1
('1', '2', '3')	0	0	0	0	0	0	1	0	0	0	0	0	37	5
('2', '3', '1')	0	0	0	0	0	0	1	1	0	0	0	0	19	1
('u', 'ß', 'g')	0	0	0	0	0	0	0	0	0	0	0	1	27	0
('<', ' ', "'")	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('r', 'é', 'g')	0	0	0	0	0	0	1	0	0	0	0	0	1	4
('3', '3', '9')	0	0	0	0	0	0	1	0	0	0	0	0	8	1
('o', 'h', 'ä')	0	0	0	0	0	0	1	0	0	0	0	0	20	0
('8', '9', '9')	0	0	0	0	0	0	1	0	0	0	0	0	27	7
('d', ' ', '7')	0	0	0	0	0	0	1	0	0	0	0	0	294	2
(' ', '7', '3')	0	0	0	0	0	0	1	1	0	0	0	0	137	3
('(', 'h', 'a')	0	0	0	0	0	0	1	4	0	0	0	0	0	6
('o', 'i', 'z')	0	0	0	0	0	0	1	0	0	0	0	0	9	2
('f', 'i', 'o')	0	0	0	0	0	0	2	1	0	0	0	0	35	8
('ë', 'e', 'r')	0	0	0	0	0	0	1	1	0	0	0	0	0	7
('5', '-', 's')	0	0	0	0	0	0	1	0	0	0	0	0	21	0
('e', '.', 'a')	0	0	0	0	0	0	0	0	0	0	0	1	15	0
('(', 'p', 'l')	0	0	0	0	0	0	1	5	0	0	0	0	0	3
('7', '0', '6')	0	0	0	0	0	0	1	0	0	0	0	0	7	1
('r', 'y', 'b')	0	0	0	0	0	0	0	1	0	0	0	1	12	0
('y', 'b', 'r')	0	0	0	0	0	0	0	6	0	0	0	1	14	1
('1', '.', '5')	0	0	0	0	0	0	2	0	0	0	0	0	59	3
('8', '9', '2')	0	0	0	0	0	0	1	0	0	0	0	0	6	7
('9', '2', ')')	0	0	0	0	0	0	1	0	0	0	0	0	0	8
('8', '2', ')')	0	0	0	0	0	0	1	0	0	0	0	0	0	5
('0', ')', '.')	0	0	0	0	0	0	1	0	0	0	0	0	0	20
('-', ' ', '6')	0	0	0	0	0	0	1	0	0	0	0	0	4	4
('b', 'm', 'e')	0	0	0	0	0	0	0	0	0	0	0	1	30	0
('ö', 't', 'c')	0	0	0	0	0	0	0	0	2	0	0	1	11	0
('1', '2', '1')	0	0	0	0	0	0	0	0	0	0	0	1	36	3
('u', 'i', 'a')	0	0	0	0	0	0	5	0	0	0	0	0	0	1
('0', ' ', 'r')	0	0	0	0	0	0	0	1	1	0	0	1	152	5
('3', '3', '-')	0	0	0	0	0	0	1	0	0	0	0	0	267	2
('3', '-', ' ')	0	0	0	0	0	0	1	0	0	0	0	0	41	1
('x', 'e', 'k')	0	0	0	0	0	0	1	0	0	0	0	0	12	0
('(', 'e', 'r')	0	0	0	0	0	0	1	0	0	0	0	1	0	5
('1', '0', '7')	0	0	0	0	0	0	1	0	0	0	0	0	25	2
('0', '7', '0')	0	0	0	0	0	0	1	0	0	0	0	0	26	1
('8', '7', '5')	0	0	0	0	0	0	1	0	0	0	0	0	9	1
('7', ' ', '-')	0	0	0	0	0	0	1	0	0	0	0	0	3	49
('/', '5', '0')	0	0	0	0	0	0	1	0	0	0	0	0	9	2
('-', ' ', '5')	0	0	0	0	0	0	1	0	0	0	0	0	8	2
('o', 'b', 'w')	0	0	0	0	0	0	0	0	0	0	0	1	189	0
('>', 'h', 'e')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('9', '5', '9')	0	0	0	0	0	0	1	0	0	0	0	0	5	23
('i', ' ', '!')	0	0	0	0	0	0	5	0	0	0	0	0	4	0
('u', 'ß', 'v')	0	0	0	0	0	0	1	0	0	0	0	0	9	0
('0', '-', '1')	0	0	0	0	0	0	0	4	0	0	0	1	4	25
('x', 'y', ' ')	0	0	0	0	0	0	0	0	0	0	0	2	33	0
('z', ' ', '6')	0	0	0	0	0	0	0	0	0	0	0	1	8	0
('u', 'f', 'p')	0	0	0	0	0	0	0	1	0	0	0	1	268	0
('1', '1', '0')	0	0	0	0	0	0	1	0	0	0	0	0	164	5
('1', '1', '7')	0	0	0	0	0	0	1	0	0	0	0	0	33	2
(' ', '6', '2')	0	0	0	0	0	0	1	1	0	0	0	0	135	5
('f', '-', 'b')	0	0	0	0	0	0	1	0	0	0	0	0	37	1
('6', '1', '4')	0	0	0	0	0	0	1	1	0	0	0	0	9	0
('9', '2', '4')	0	0	0	0	0	0	1	1	0	0	0	0	14	12
('d', '…', ' ')	0	0	0	0	0	0	2	6	1	0	0	0	0	0
(' ', '7', '2')	0	0	0	0	0	0	1	0	0	0	0	0	135	6
('p', 't', 'n')	0	0	0	0	0	0	1	0	0	0	0	0	7	1
(' ', '7', '6')	0	0	0	0	0	0	2	0	0	0	0	0	157	3
(' ', 'm', 'p')	0	0	0	0	0	0	1	1	0	0	0	0	1206	1
('e', '.', 'i')	0	0	0	0	0	0	0	0	0	0	0	1	10	0
('.', 'i', 'n')	0	0	0	0	0	0	0	1	0	0	0	1	105	2
('7', ' ', '(')	0	0	0	0	0	0	0	1	0	0	0	1	17	9
('h', '<', ' ')	0	0	0	0	0	0	7	0	0	0	0	0	0	0
('9', '6', '8')	0	0	0	0	0	0	1	1	1	0	0	0	11	40
('5', '2', '.')	0	0	0	0	0	0	1	0	0	0	0	0	11	2
('v', 'a', 'c')	0	0	0	0	0	0	2	3	1	0	0	0	170	27
('a', 'v', 'm')	0	0	0	0	0	0	1	0	0	0	0	0	30	0
('e', 'k', '…')	0	0	0	0	0	0	1	7	0	0	0	0	0	0
('k', '…', ' ')	0	0	0	0	0	0	1	4	1	0	0	0	0	0
('…', ' ', 'h')	0	0	0	0	0	0	1	12	6	0	0	0	0	0
('e', '.', 'd')	0	0	0	0	0	0	0	2	0	0	0	1	267	3
('…', ' ', 'g')	0	0	0	0	0	0	1	10	0	0	0	0	0	0
('…', ' ', 't')	0	0	0	0	0	0	1	11	1	0	0	0	0	0
('5', '5', '4')	0	0	0	0	0	0	1	0	0	0	0	0	8	0
('9', '1', '9')	0	0	0	0	0	0	1	1	0	0	0	0	4	10
('t', 'e', 'z')	0	0	0	0	0	0	1	2	2	0	0	0	55	7
('m', ' ', '>')	0	0	0	0	0	0	16	0	0	0	0	0	0	0
('w', 'é', 'i')	0	0	0	0	0	0	76	0	0	0	0	0	0	0
('ô', 'k', ':')	0	0	0	0	0	0	28	0	0	0	0	0	0	0
('h', 'é', 'i')	0	0	0	0	0	0	59	0	0	0	0	0	0	0
('é', 'i', 'm')	0	0	0	0	0	0	20	0	0	0	0	0	0	0
('g', 'é', 'i')	0	0	0	0	0	0	24	0	0	0	0	0	0	0
('é', 'i', 'h')	0	0	0	0	0	0	78	0	0	0	0	0	0	0
('u', ' ', 'é')	0	0	0	0	0	0	13	0	0	0	0	0	0	3
('é', 'i', 'l')	0	0	0	0	0	0	59	0	0	0	0	0	0	0
('g', "'", 'r')	0	0	0	0	0	0	73	0	0	0	0	0	0	0
('g', '<', '.')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('d', 'u', 'é')	0	0	0	0	0	0	16	0	0	0	0	0	0	0
('u', 'é', 'r')	0	0	0	0	0	0	88	0	0	0	0	0	0	1
('s', 'u', 'é')	0	0	0	0	0	0	12	0	0	0	0	0	0	0
('l', "'", 'w')	0	0	0	0	0	0	36	0	0	0	0	0	0	0
('a', 'u', 'é')	0	0	0	0	0	0	10	0	0	0	0	0	0	0
('h', 'a', 'é')	0	0	0	0	0	0	29	0	0	0	0	0	0	0
('r', 'o', 'é')	0	0	0	0	0	0	40	0	0	0	0	0	0	0
('o', 'é', 'n')	0	0	0	0	0	0	39	2	0	0	0	0	0	0
('s', ' ', '>')	0	0	0	0	0	0	9	0	0	0	0	0	0	0
('e', 'r', 'é')	0	0	0	0	0	0	12	0	0	0	0	0	0	0
('p', 'p', 'y')	0	0	0	0	0	0	1	1	1	0	0	0	59	1
('p', 'y', ' ')	0	0	0	0	0	0	1	1	1	0	0	0	55	1
('n', 'd', '<')	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('é', 'w', 'e')	0	0	0	0	0	0	41	0	0	0	0	0	0	0
('c', 'e', 'w')	0	0	0	0	0	0	1	0	0	0	0	0	38	3
('l', 'é', 'i')	0	0	0	0	0	0	85	0	0	0	0	0	0	0
('j', 'é', 'i')	0	0	0	0	0	0	69	0	0	0	0	0	0	0
('u', 'é', ' ')	0	0	0	0	0	0	6	0	0	0	0	0	7	2
('d', ' ', '!')	0	0	0	0	0	0	1	1	0	0	0	0	8	0
('<', ' ', 'm')	0	0	0	0	0	0	7	0	0	0	0	0	0	0
('c', 'h', 'é')	0	0	0	0	0	0	27	0	3	0	0	0	2	1
('é', 'i', ' ')	0	0	0	0	0	0	12	0	0	0	0	0	0	0
('u', 'é', 'n')	0	0	0	0	0	0	24	0	0	0	0	0	0	0
('s', 'b', 'y')	0	0	0	0	0	0	5	0	0	0	0	0	9	1
('n', 'n', 'v')	0	0	0	0	0	0	1	0	0	0	0	0	142	0
('t', '‘', 'e')	0	0	0	0	0	0	19	0	1	0	0	0	0	0
('é', 'k', "'")	0	0	0	0	0	0	20	0	0	0	0	0	0	0
('i', 'é', 'w')	0	0	0	0	0	0	44	0	0	0	0	0	0	0
('u', '-', 't')	0	0	0	0	0	0	1	1	0	0	0	0	22	0
('i', ' ', 'é')	0	0	0	0	0	0	34	0	0	0	0	0	0	0
('h', 'u', 'é')	0	0	0	0	0	0	10	0	0	0	0	0	0	0
('ô', 't', 'a')	0	0	0	0	0	0	14	0	0	0	0	0	0	0
('z', "'", 't')	0	0	0	0	0	0	9	0	0	0	0	0	0	0
('é', 'i', 'k')	0	0	0	0	0	0	28	0	0	0	0	0	0	0
('n', 'i', '?')	0	0	0	0	0	0	1	1	0	0	0	0	0	9
('ä', ' ', '>')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('z', '<', ' ')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('e', 'n', 'é')	0	0	0	0	0	0	9	4	2	0	0	0	6	17
('n', 'é', 'i')	0	0	0	0	0	0	23	0	0	0	0	0	0	0
('ü', 'l', 'h')	0	0	0	0	0	0	2	0	0	0	0	0	10	0
('t', 'é', 'i')	0	0	0	0	0	0	44	0	0	0	0	0	0	0
('m', "'", 'r')	0	0	0	0	0	0	15	0	0	0	0	0	0	0
('l', 'u', 'é')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('é', 'r', 's')	0	0	0	0	0	0	15	0	0	0	0	0	0	0
('l', 'a', "'")	0	0	0	0	0	0	2	2	0	0	0	0	0	3
('é', 'k', '!')	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('n', 'ä', 'l')	0	0	0	0	0	0	1	0	0	0	0	0	265	0
('a', 't', 'î')	0	0	0	0	0	0	10	0	0	0	0	0	0	0
('t', 'î', 'n')	0	0	0	0	0	0	10	0	0	0	0	0	0	0
('u', 'm', '<')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('l', "'", 'p')	0	0	0	0	0	0	21	0	0	0	0	0	0	0
('é', 'k', ':')	0	0	0	0	0	0	7	0	0	0	0	0	0	0
('d', 'o', 'é')	0	0	0	0	0	0	5	2	0	0	0	0	0	0
('é', 'r', 'r')	0	0	0	0	0	0	6	1	0	0	0	0	0	0
('ä', 'r', '‘')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('r', '‘', 'm')	0	0	0	0	0	0	11	0	0	0	0	0	0	0
('é', 'l', ',')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('ô', 't', "'")	0	0	0	0	0	0	39	0	0	0	0	0	0	0
('u', 'f', 'h')	0	0	0	0	0	0	2	0	1	0	0	0	438	0
('ë', ' ', '-')	0	0	0	0	0	0	1	0	0	0	0	0	0	5
('c', 'k', '<')	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('f', 'l', 'é')	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('é', 'i', 'ß')	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('é', 'i', 'p')	0	0	0	0	0	0	7	0	0	0	0	0	0	0
('é', 'g', "'")	0	0	0	0	0	0	13	0	0	0	0	0	0	0
('d', 'ô', 't')	0	0	0	0	0	0	14	0	0	0	0	0	0	0
('é', 'n', 'é')	0	0	0	0	0	0	3	0	0	0	0	0	0	4
('ü', 'w', "'")	0	0	0	0	0	0	7	0	0	0	0	0	0	0
('a', 's', 'w')	0	0	0	0	0	0	5	2	2	0	0	0	6	7
('b', 's', 'g')	0	0	0	0	0	0	1	0	0	0	0	0	46	0
(' ', 'p', 'ô')	0	0	0	0	0	0	9	0	0	0	0	0	0	0
('a', 'w', 'b')	0	0	0	0	0	0	5	0	0	0	0	0	2	0
('w', 'b', 'i')	0	0	0	0	0	0	4	0	0	0	0	0	4	0
('é', 'l', 'd')	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('é', 'i', 'w')	0	0	0	0	0	0	27	0	0	0	0	0	0	0
('v', 'é', 'i')	0	0	0	0	0	0	9	0	0	0	0	0	0	0
('é', 'i', 'r')	0	0	0	0	0	0	15	0	0	0	0	0	0	0
('g', 'ê', 'r')	0	0	0	0	0	0	37	0	0	0	0	0	0	0
('g', 'r', "'")	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('m', 'é', 'i')	0	0	0	0	0	0	36	0	0	0	0	0	0	0
(' ', 'ê', 'g')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('d', '<', ' ')	0	0	0	0	0	0	8	0	0	0	0	0	0	0
('é', 'n', '!')	0	0	0	0	0	0	15	1	0	0	0	0	0	1
('a', 'é', 'n')	0	0	0	0	0	0	32	0	0	0	0	0	0	0
('é', 'm', 'm')	0	0	0	0	0	0	16	0	0	0	0	0	0	0
('é', 'i', 'e')	0	0	0	0	0	0	10	0	0	0	0	0	0	0
('h', ' ', 'é')	0	0	0	0	0	0	7	0	0	0	0	0	0	1
('f', '-', 's')	0	0	0	0	0	0	1	0	0	0	0	0	116	3
('h', 'é', ',')	0	0	0	0	0	0	1	7	3	0	0	0	0	0
('s', 's', 'z')	0	0	0	0	0	0	3	0	0	0	0	0	39	0
('é', 't', 'm')	0	0	0	0	0	0	17	0	0	0	0	0	0	0
('o', 'p', '‘')	0	0	0	0	0	0	9	0	0	0	0	0	0	0
('r', '‘', 't')	0	0	0	0	0	0	13	0	0	0	0	0	0	0
('‘', 't', ',')	0	0	0	0	0	0	4	0	2	0	0	0	0	0
('’', 'v', 'e')	0	0	0	0	0	0	5	3	0	0	0	0	0	0
('m', '<', ' ')	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('é', 't', "'")	0	0	0	0	0	0	9	0	0	0	0	0	0	0
('k', 'r', "'")	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('n', '/', 'a')	0	0	0	0	0	0	1	0	0	0	0	0	7	1
